amenity,building,name,geometry,latitude,longitude
,apartments,Aqua Green Leaf Apartment,"MULTIPOLYGON (((77.6231273 12.9988049, 77.6231656 12.9987913, 77.623157 12.9987683, 77.623175 12.998762, 77.6231836 12.9987849, 77.623215 12.9987738, 77.6231728 12.9986607, 77.6230851 12.9986918, 77.6231273 12.9988049)))",12.998730888238299,77.62314916668684
,yes,pushpa bhavana,"MULTIPOLYGON (((77.5099673 13.0607066, 77.5100298 13.0607088, 77.5100308 13.0606807, 77.5099684 13.0606784, 77.5099673 13.0607066)))",13.060693627922227,77.50999905573767
,commercial,Fern Arcade,"MULTIPOLYGON (((77.5492242 13.0006228, 77.5494524 13.000568, 77.5494615 13.0005418, 77.5494893 13.0005351, 77.5494731 13.0004709, 77.5492022 13.0005359, 77.5492242 13.0006228)))",13.0005466785377,77.54934420014055
community_centre,yes,Lakshmi Convention Hall,"MULTIPOLYGON (((77.5490316 13.0019856, 77.5492619 13.0020129, 77.5492856 13.0018227, 77.5490554 13.0017955, 77.5490316 13.0019856)))",13.001904183666372,77.54915863281404
,commercial,Godrej Nature's Basket,"MULTIPOLYGON (((77.6427928 13.018074, 77.6429897 13.018064, 77.6429826 13.0179315, 77.6427858 13.0179415, 77.6427928 13.018074)))",13.018002755562193,77.64288772592488
,yes,Boys' Hostel,"MULTIPOLYGON (((77.5114637 13.0712125, 77.5113423 13.0708015, 77.5111954 13.0708426, 77.5112502 13.0710282, 77.5111799 13.0710479, 77.5112087 13.0711453, 77.5112512 13.0711333, 77.511289 13.0712614, 77.5113561 13.0712426, 77.5113157 13.0711059, 77.5113586 13.0710939, 77.511399 13.0712306, 77.5114637 13.0712125)))",13.071030173780615,77.51131398176085
,shed,College Canteen,"MULTIPOLYGON (((77.5107576 13.0717019, 77.5109414 13.0716332, 77.5109331 13.0716148, 77.5109166 13.0715703, 77.5107328 13.071639, 77.5107576 13.0717019)))",13.07163617453575,77.51083686827661
,yes,Royal Residence Boys PG,"MULTIPOLYGON (((77.5085843 13.0698704, 77.5086596 13.0698867, 77.5086814 13.0697909, 77.5086062 13.0697746, 77.5085843 13.0698704)))",13.069830659816951,77.50863287134307
,yes,Girls' Hostel,"MULTIPOLYGON (((77.5103932 13.0729821, 77.5105192 13.0732543, 77.5105457 13.0732457, 77.51057 13.073292, 77.5105895 13.0732887, 77.5105935 13.0733007, 77.5107252 13.0732719, 77.5106378 13.0728927, 77.5104915 13.0729412, 77.5104507 13.0729563, 77.5103932 13.0729821)))",13.073097697484815,77.51057325538548
,detached,Naresh Villa,"MULTIPOLYGON (((77.6239173 12.9988051, 77.6239841 12.998774, 77.6239517 12.9987081, 77.623885 12.9987393, 77.6239173 12.9988051)))",12.9987566236989,77.62393453675008
bank,yes,ICICI Bank,"MULTIPOLYGON (((77.5957986 13.0668027, 77.5959203 13.0667749, 77.5959108 13.0667354, 77.5957891 13.0667632, 77.5957986 13.0668027)))",13.06676905,77.5958547
,apartments,Pushpagiri,"MULTIPOLYGON (((77.5467474 13.0003586, 77.5467955 13.000358, 77.546796 13.0003978, 77.5468456 13.0003973, 77.5468459 13.0004168, 77.5469339 13.0004158, 77.546933 13.0003386, 77.5469608 13.0003383, 77.5469597 13.0002501, 77.5467461 13.0002526, 77.5467474 13.0003586)))",13.00032320776776,77.54685616763734
,yes,Srinivasa Reddy Building 2,"MULTIPOLYGON (((77.5690534 13.1152152, 77.5691193 13.1152139, 77.5691086 13.1150887, 77.5690534 13.1150887, 77.5690534 13.1152152)))",13.115153487514519,77.56908370666034
,yes,MM Complex,"MULTIPOLYGON (((77.6029052 13.0217527, 77.6029361 13.0218443, 77.6030805 13.0217981, 77.6030496 13.0217065, 77.6029052 13.0217527)))",13.021775400000001,77.60299284999999
,apartments,Building 4,"MULTIPOLYGON (((77.5675938 13.0057298, 77.5674572 13.0057287, 77.5674731 13.0058736, 77.567455 13.0059969, 77.5675916 13.0059979, 77.5675938 13.0057298)))",13.005863119620976,77.5675285751239
,industrial,BSNL,"MULTIPOLYGON (((77.5691338 13.0059953, 77.5690125 13.0059958, 77.5690136 13.0062165, 77.5691349 13.0062159, 77.5691338 13.0059953)))",13.006105875096338,77.56907369541932
,apartments,Building 5,"MULTIPOLYGON (((77.5676295 13.0057335, 77.5676367 13.0058788, 77.5676174 13.0060043, 77.5677616 13.0060071, 77.567767 13.0057336, 77.5676295 13.0057335)))",13.00587064333054,77.56769731087374
,residential,Chinnamma building,"MULTIPOLYGON (((77.5097251 13.0609059, 77.509717 13.0607111, 77.5096429 13.0607141, 77.509651 13.0609089, 77.5097251 13.0609059)))",13.060809999999998,77.509684
,commercial,Rithik Plaza,"MULTIPOLYGON (((77.5874826 13.0609277, 77.5876122 13.0609564, 77.5876547 13.0607747, 77.5875251 13.0607459, 77.5874826 13.0609277)))",13.060851171148807,77.58756864495832
,commercial,Manika,"MULTIPOLYGON (((77.5907512 13.0634433, 77.5906983 13.0632514, 77.5905652 13.0632862, 77.5906182 13.0634781, 77.5907512 13.0634433)))",13.06336473915841,77.59065822049733
,yes,Surya Mansion,"MULTIPOLYGON (((77.6356905 12.9780093, 77.6358216 12.9779868, 77.6358057 12.9778987, 77.6356746 12.9779212, 77.6356905 12.9780093)))",12.977954000000002,77.63574809999999
,yes,Homeo Care,"MULTIPOLYGON (((77.635701 12.978145, 77.6358276 12.978145, 77.6358431 12.9780047, 77.635701 12.9780175, 77.635701 12.978145)))",12.978076772626268,77.63576925744695
,apartments,Trinity Court,"MULTIPOLYGON (((77.6357353 12.9733458, 77.6357437 12.9731772, 77.6355582 12.9731684, 77.6355498 12.973337, 77.6357353 12.9733458)))",12.973257100000001,77.63564675
place_of_worship,yes,Madina Masjid,"MULTIPOLYGON (((77.6339491 12.9710583, 77.634115 12.9711149, 77.6341482 12.9710223, 77.6339823 12.9709658, 77.6339491 12.9710583)))",12.971040331023028,77.63404866277726
,apartments,Kolimi Heights,"MULTIPOLYGON (((77.6287665 12.9808157, 77.628779 12.9809234, 77.6289923 12.9808999, 77.6290042 12.9810028, 77.6294467 12.9809541, 77.6294224 12.9807436, 77.6287665 12.9808157)))",12.980870145055441,77.62914723809855
,yes,HM Cambridge Square,"MULTIPOLYGON (((77.6290937 12.9687494, 77.6292507 12.9687506, 77.6292515 12.9686514, 77.6292652 12.9686515, 77.6292659 12.9685539, 77.6290953 12.9685526, 77.6290937 12.9687494)))",12.968649578124724,77.6291765422363
post_office,yes,Palace Guttahalli Post office,"MULTIPOLYGON (((77.5820124 12.9990686, 77.5820408 12.9990694, 77.5820386 12.9991431, 77.5821048 12.999145, 77.5821066 12.9990838, 77.5821304 12.9990845, 77.5821297 12.9991079, 77.5821926 12.9991096, 77.5822329 12.9990648, 77.5822341 12.9990268, 77.5821827 12.9989654, 77.5821355 12.9989641, 77.5821341 12.9990103, 77.5821184 12.9990099, 77.5821215 12.9989049, 77.5821071 12.9989045, 77.5820569 12.9989031, 77.5820544 12.9989876, 77.5820148 12.9989865, 77.5820124 12.9990686)))",12.999031775222399,77.58211404878274
,commercial,Reliance Fresh,"MULTIPOLYGON (((77.5814927 12.9992587, 77.581691 12.9992514, 77.5816922 12.9991812, 77.5815678 12.9991378, 77.5814934 12.9991374, 77.5814927 12.9992587)))",12.99920214641165,77.58158358484228
,yes,Kairo Chambers,"MULTIPOLYGON (((77.5647017 13.0059797, 77.5647824 13.0059799, 77.5647825 13.0059421, 77.5648203 13.0059422, 77.5648375 13.005932, 77.5648756 13.0058715, 77.5649329 13.0057773, 77.5647 13.0057791, 77.5647009 13.005882, 77.5647433 13.0058817, 77.5647436 13.0059197, 77.5647012 13.00592, 77.5647017 13.0059797)))",13.005860416970114,77.56479261578801
,apartments,Monarch Residency,"MULTIPOLYGON (((77.6066473 12.9936133, 77.6068575 12.9935478, 77.606795 12.9933574, 77.6065849 12.9934229, 77.6066473 12.9936133)))",12.993485356039251,77.6067211798476
,apartments,Prakash Heritage,"MULTIPOLYGON (((77.6045175 13.0241545, 77.6047578 13.0240527, 77.604674 13.0238649, 77.6044337 13.0239666, 77.6045175 13.0241545)))",13.024009681241012,77.60459574212403
clinic,yes,Cutis,"MULTIPOLYGON (((77.5448329 12.9769779, 77.5450059 12.9769605, 77.544979 12.9767069, 77.544806 12.9767244, 77.5448329 12.9769779)))",12.976842423150506,77.54490595548971
,commercial,NCC Urban Windsor,"MULTIPOLYGON (((77.5925076 13.0803905, 77.5924796 13.0799841, 77.5923721 13.0800113, 77.5923652 13.0799847, 77.5921883 13.080049, 77.5923582 13.080437, 77.5925076 13.0803905)))",13.080190674657297,77.59237579513825
,yes,Venugopal Nilaya,"MULTIPOLYGON (((77.6858887 12.9987725, 77.6859915 12.998753, 77.6859707 12.9986495, 77.6858679 12.9986691, 77.6858887 12.9987725)))",12.99871102185914,77.68592970764945
,commercial,Sharada Towers,"MULTIPOLYGON (((77.5688695 13.0331714, 77.5690243 13.0332784, 77.5690884 13.0331903, 77.5689336 13.0330833, 77.5688695 13.0331714)))",13.03318085,77.56897895
,commercial,Sri Krishna Arcade,"MULTIPOLYGON (((77.5687672 13.0333007, 77.5689367 13.0334178, 77.5690153 13.0333099, 77.5688458 13.0331927, 77.5687672 13.0333007)))",13.033305266413297,77.56889124316734
,apartments,Express Apartments,"MULTIPOLYGON (((77.6158632 12.9699077, 77.6160103 12.9699883, 77.6161398 12.969764, 77.6159927 12.9696834, 77.6158632 12.9699077)))",12.96983585,77.61600150000001
,apartments,SNS Manor,"MULTIPOLYGON (((77.6152048 12.9723824, 77.6154159 12.9723846, 77.6154202 12.9719756, 77.6152092 12.9719735, 77.6152048 12.9723824)))",12.972179041360787,77.6153125290828
,apartments,Sterling Brunton,"MULTIPOLYGON (((77.6136151 12.9700234, 77.613772 12.970043, 77.6137864 12.9699334, 77.6136295 12.9699139, 77.6136151 12.9700234)))",12.969978427215672,77.61370076164393
,apartments,Maithri,"MULTIPOLYGON (((77.6142579 12.9707247, 77.6144029 12.97072, 77.6143992 12.9706114, 77.6143657 12.9706125, 77.6143649 12.9705901, 77.614315 12.9705917, 77.614313 12.9705327, 77.6142514 12.9705347, 77.6142579 12.9707247)))",12.970643220567906,77.61431884592274
,commercial,Ramanashree Plaza,"MULTIPOLYGON (((77.6151889 12.9723577, 77.615161 12.9721808, 77.6149695 12.9722095, 77.6149824 12.9722916, 77.6150373 12.9722834, 77.6150465 12.9723422, 77.6149882 12.9723509, 77.6149938 12.9723867, 77.6151889 12.9723577)))",12.972280395614476,77.6150856286411
,commercial,Achaiah Chetty Arcade,"MULTIPOLYGON (((77.5830936 13.0144154, 77.5832419 13.0144098, 77.5832328 13.0141805, 77.5830845 13.0141861, 77.5830936 13.0144154)))",13.014297950000001,77.5831632
,apartments,Rosedale,"MULTIPOLYGON (((77.6214509 13.0020191, 77.6214778 13.0020603, 77.6214865 13.0020549, 77.6215411 13.0021386, 77.6215324 13.002144, 77.6215524 13.0021746, 77.621656 13.0021104, 77.6216098 13.0020396, 77.6216298 13.0020272, 77.6216075 13.001993, 77.6215852 13.0020068, 77.6215522 13.0019563, 77.6214509 13.0020191)))",13.00206168971312,77.62155770829445
,apartments,Petra Garden,"MULTIPOLYGON (((77.6216569 13.0011396, 77.6218581 13.0010784, 77.621797 13.0008874, 77.6215957 13.0009487, 77.6216569 13.0011396)))",13.00101351379378,77.62172692752112
,apartments,Graceland,"MULTIPOLYGON (((77.6219773 13.002386, 77.6221046 13.0023099, 77.6220226 13.0021798, 77.6218953 13.0022559, 77.6219773 13.002386)))",13.002282899999999,77.62199995
,apartments,Hutchins Court,"MULTIPOLYGON (((77.6226234 13.0034764, 77.622783 13.0033754, 77.6226995 13.0032501, 77.6225398 13.0033511, 77.6226234 13.0034764)))",13.003363248388839,77.62266141720848
place_of_worship,church,Kingdom Hall of Jehovah's Witnesses,"MULTIPOLYGON (((77.6207427 13.0002127, 77.6209192 13.0001398, 77.6208664 13.0000185, 77.6206899 13.0000914, 77.6207427 13.0002127)))",13.000115600000003,77.62080455000002
,apartments,RK Starz,"MULTIPOLYGON (((77.6220427 13.0021501, 77.6219697 13.002011, 77.6218154 13.0020879, 77.6218884 13.0022269, 77.6220427 13.0021501)))",13.00211896822365,77.62192905568975
,construction,Vista,"MULTIPOLYGON (((77.6261332 13.001042, 77.626271 13.0009922, 77.6261804 13.000754, 77.6260425 13.0008037, 77.6261332 13.001042)))",13.000897969236767,77.62615676624544
,apartments,Rockfort,"MULTIPOLYGON (((77.6220263 13.0020737, 77.6221703 13.0020083, 77.6221404 13.001946, 77.6219965 13.0020114, 77.6220263 13.0020737)))",13.00200984969791,77.62208338360325
,university,Institute of Animal Health and Veterinary Biologicals,"MULTIPOLYGON (((77.5882853 13.0350779, 77.5879978 13.0351778, 77.58815 13.0355936, 77.5884382 13.0354934, 77.5884096 13.0354153, 77.5882318 13.0354771, 77.5881939 13.0353735, 77.5882488 13.0353544, 77.5882282 13.035298, 77.5881595 13.0353218, 77.5881271 13.0352334, 77.5883179 13.0351671, 77.5882853 13.0350779)))",13.035344531394491,77.58818607572078
,yes,Southern Laboratory Complex,"MULTIPOLYGON (((77.5798304 13.070537, 77.57981 13.0706211, 77.5797857 13.070731, 77.5797226 13.0709917, 77.5797116 13.071037, 77.5798991 13.0710793, 77.5799102 13.0710327, 77.5802367 13.0711063, 77.5802497 13.0710516, 77.5804894 13.0711057, 77.5805312 13.0709298, 77.580603 13.0706277, 77.5805043 13.0706055, 77.5804855 13.0706847, 77.5798304 13.070537)))",13.070839270356094,77.58014589995456
,yes,Eastern Lab Complex,"MULTIPOLYGON (((77.581089 13.0710117, 77.5810415 13.0712019, 77.581023 13.071276, 77.5807611 13.071214, 77.5807274 13.0713487, 77.5809542 13.0714025, 77.580909 13.0715833, 77.5808518 13.0715698, 77.5808467 13.0715905, 77.580784 13.0715757, 77.5807644 13.0716543, 77.5809837 13.0717062, 77.5810107 13.0717127, 77.5810722 13.0714663, 77.5811496 13.0714847, 77.581157 13.071455, 77.5811692 13.0714061, 77.5810462 13.0713769, 77.5810565 13.0713358, 77.5811091 13.0713483, 77.5812274 13.0708746, 77.580745 13.0707603, 77.5806935 13.0709665, 77.5806138 13.0712858, 77.5807259 13.0713124, 77.5807513 13.0712108, 77.5807769 13.0711083, 77.5808143 13.0709587, 77.5808357 13.0709557, 77.5809151 13.0709733, 77.5809107 13.0709814, 77.5809099 13.0709906, 77.5809127 13.0709994, 77.5809187 13.0710065, 77.5809271 13.0710107, 77.5809365 13.0710116, 77.5809455 13.0710088, 77.5809528 13.071003, 77.5809572 13.0709948, 77.580958 13.0709856, 77.580957 13.0709826, 77.581089 13.0710117)))",13.071182943329907,77.58092984146116
place_of_worship,yes,Swamy Ayappa Temple,"MULTIPOLYGON (((77.5877755 13.0687754, 77.5879191 13.0687744, 77.5879177 13.0685878, 77.5877741 13.0685889, 77.5877755 13.0687754)))",13.068681624871857,77.58784660641376
,yes,NCBS Stores,"MULTIPOLYGON (((77.5810275 13.070598, 77.581115 13.0706187, 77.5811614 13.0704327, 77.5810739 13.0704119, 77.5810275 13.070598)))",13.070515319950202,77.5810944473402
,yes,Advantech Industrial Computing India Pvt Ltd.,"MULTIPOLYGON (((77.5950937 13.0826233, 77.5950892 13.0824998, 77.5949577 13.0825043, 77.5949622 13.0826279, 77.5950937 13.0826233)))",13.082563825591315,77.59502569115199
,shed,Simon Center,"MULTIPOLYGON (((77.5805746 13.071451, 77.5806002 13.0714872, 77.5806293 13.0715244, 77.5807056 13.0715336, 77.5807263 13.0714661, 77.5806546 13.071383, 77.5805845 13.0714011, 77.5805746 13.071451)))",13.07146011229523,77.5806498479735
,commercial,MM Towers,"MULTIPOLYGON (((77.5951196 13.0830569, 77.5953399 13.0830404, 77.5953175 13.082757, 77.5950972 13.0827735, 77.5951196 13.0830569)))",13.082906950000002,77.59521855
restaurant,yes,Trupti Tindi,"MULTIPOLYGON (((77.5808224 13.0690445, 77.5808417 13.0690917, 77.5808976 13.0690701, 77.5808784 13.0690229, 77.5808224 13.0690445)))",13.069057295198212,77.5808600192281
,yes,Animal Facility,"MULTIPOLYGON (((77.5801664 13.0705054, 77.5803943 13.0705558, 77.580438 13.070368, 77.5803753 13.0703541, 77.5803611 13.070415, 77.5801959 13.0703785, 77.5801664 13.0705054)))",13.070458318356932,77.58030729615518
restaurant,yes,Kerala Mess,"MULTIPOLYGON (((77.6309747 13.0278518, 77.631075 13.0278235, 77.6310532 13.02775, 77.6309529 13.0277783, 77.6309747 13.0278518)))",13.0278009,77.63101394999998
,commercial,Union Surgicals,"MULTIPOLYGON (((77.5899187 12.9657733, 77.5901225 12.9657795, 77.5901247 12.9656092, 77.5898815 12.9656505, 77.589874 12.9657506, 77.5899204 12.9657532, 77.5899187 12.9657733)))",12.965701090336278,77.59001029900438
,yes,PNB ATM,"MULTIPOLYGON (((77.5426972 12.998683, 77.5427414 12.9986654, 77.5427294 12.9986368, 77.5428046 12.9986067, 77.5427771 12.9985413, 77.5426577 12.998589, 77.5426972 12.998683)))",12.99860650095516,77.54272866434194
,yes,Ideas Ahead AV Solutions,"MULTIPOLYGON (((77.6475028 13.0217736, 77.6476425 13.0217711, 77.6476406 13.0216699, 77.6475009 13.0216724, 77.6475028 13.0217736)))",13.021721749999996,77.64757169999999
place_of_worship,yes,Vasavi Temple,"MULTIPOLYGON (((77.5436899 13.0092161, 77.5438032 13.0091923, 77.5437509 13.0089564, 77.5436376 13.0089803, 77.5436899 13.0092161)))",13.009086270519717,77.54372040300976
place_of_worship,yes,Sri Venkateshwara Temple,"MULTIPOLYGON (((77.5451797 13.0085845, 77.545359 13.0085835, 77.5453579 13.0084016, 77.5451787 13.0084026, 77.5451797 13.0085845)))",13.008493058456002,77.54526882509462
place_of_worship,temple,Eshwara Temple,"MULTIPOLYGON (((77.5815301 13.0070688, 77.5815668 13.0071427, 77.5816342 13.0071109, 77.5815974 13.007037, 77.5815301 13.0070688)))",13.007089856033872,77.58158213158654
,commercial,Sky Rock,"MULTIPOLYGON (((77.6077047 12.9815152, 77.6078233 12.981465, 77.6077943 12.9813997, 77.6076757 12.9814499, 77.6077047 12.9815152)))",12.98145745,77.6077495
,yes,Rev. Steward Wright Hall,"MULTIPOLYGON (((77.6040944 12.9797804, 77.60417 12.9797548, 77.6041102 12.9795868, 77.6040345 12.9796123, 77.6040944 12.9797804)))",12.979683565873712,77.60410226673137
,apartments,Pristine Vara,"MULTIPOLYGON (((77.6016964 12.9810081, 77.6018659 12.9809551, 77.6017965 12.9807445, 77.6016271 12.9807975, 77.6016964 12.9810081)))",12.980876308795212,77.60174647999341
clinic,commercial,Metphi Clinic,"MULTIPOLYGON (((77.638322 12.9701305, 77.6382087 12.9701238, 77.6382005 12.970255, 77.6381719 12.9702533, 77.6381682 12.9703121, 77.6382022 12.9703141, 77.6382037 12.9702913, 77.6383115 12.9702978, 77.638322 12.9701305)))",12.97021720966961,77.63825362213483
,house,Saket,"MULTIPOLYGON (((77.6364318 12.9697516, 77.6364379 12.9696077, 77.6363426 12.9696039, 77.6363367 12.9697477, 77.6364318 12.9697516)))",12.969677700623578,77.63638725697781
,yes,Beme,"MULTIPOLYGON (((77.637774 12.9667889, 77.6377872 12.966861, 77.6378952 12.9668423, 77.637882 12.9667702, 77.637774 12.9667889)))",12.9668156,77.63783459999999
,apartments,Rose Villa,"MULTIPOLYGON (((77.6364764 12.9697623, 77.636553 12.9697676, 77.636558 12.9696986, 77.6365694 12.9696994, 77.6365748 12.9696253, 77.636487 12.9696192, 77.6364764 12.9697623)))",12.969691177204709,77.63652327133269
,apartments,Eden Crest,"MULTIPOLYGON (((77.6439622 12.9790763, 77.6440616 12.9790809, 77.6440716 12.9788752, 77.6439722 12.9788706, 77.6439622 12.9790763)))",12.978975749999996,77.6440169
,yes,Eden Hall,"MULTIPOLYGON (((77.6463802 12.976065, 77.6463736 12.9762262, 77.6465887 12.9762346, 77.6465953 12.9760734, 77.6463802 12.976065)))",12.976149799999996,77.64648445
,yes,Madhav Krupa,"MULTIPOLYGON (((77.6445535 12.9790719, 77.644655 12.979077, 77.644667 12.9788495, 77.6445656 12.9788444, 77.6445535 12.9790719)))",12.978960718628374,77.6446102738265
,yes,Shabreen's PG,"MULTIPOLYGON (((77.6411037 12.9819418, 77.6412888 12.9819434, 77.6412898 12.9818311, 77.6411047 12.9818296, 77.6411037 12.9819418)))",12.98188647516008,77.64119676374023
,yes,Online Instruments Pvt. Ltd.,"MULTIPOLYGON (((77.645051 12.9790972, 77.6451049 12.9791014, 77.6451075 12.9790682, 77.6451715 12.9790731, 77.6451852 12.9789027, 77.6450674 12.9788937, 77.645051 12.9790972)))",12.978991514268733,77.64511616120754
,yes,Sri Gandha Palace,"MULTIPOLYGON (((77.5929749 13.055991, 77.5931033 13.0559851, 77.593096 13.0558355, 77.5929664 13.0558415, 77.5929654 13.0558231, 77.5925749 13.0558421, 77.5925841 13.0560171, 77.5929753 13.0559975, 77.5929749 13.055991)))",13.05591848022365,77.59283214828187
,apartments,CSR White Square,"MULTIPOLYGON (((77.7546827 12.9840612, 77.7548244 12.9839954, 77.7546676 12.983675, 77.7545259 12.9837408, 77.7546827 12.9840612)))",12.983868099999999,77.75467515000001
,yes,Alembic Real Estate,"MULTIPOLYGON (((77.7545005 12.9882032, 77.7546378 12.9881607, 77.7546064 12.9880642, 77.7544691 12.9881066, 77.7545005 12.9882032)))",12.988133680060834,77.75455343979537
,yes,Safal Oil Factory,"MULTIPOLYGON (((77.7563442 12.9906571, 77.756466 12.9905685, 77.7563985 12.9904805, 77.7562767 12.9905691, 77.7563442 12.9906571)))",12.9905688,77.75637134999998
